Data Source in SDW: https://sdw.ecb.europa.eu/quickview.do;jsessionid=A41F814374A17B893E6A6E7E57B7A722?SERIES_KEY=120.EXR.D.E5.EUR.EN00.A&start=04-01-2009&end=07-12-2021&submitOptions.x=0&submitOptions.y=0&trans=N
,EXR.D.E5.EUR.EN00.A
,"ECB Nominal effective exch. rate of the Euro against, EER-19 group of trading partners: AU,CA,DK,HK,JP,NO,SG,KR,SE,CH,GB,US,EA and BG,CZ,HU,PL,RO,CN,HR excluding the Euro"
Collection:,Average of observations through period (A)
Period\Unit:,[99Q1=100]
2010-04-17,-,Missing value; data cannot exist (M)
2010-04-16,106.2875,Normal value (A)
2010-04-15,106.3234,Normal value (A)
2010-04-14,106.7471,Normal value (A)
2010-04-13,106.7550,Normal value (A)
2010-04-12,106.7823,Normal value (A)
2010-04-11,-,Missing value; data cannot exist (M)
2010-04-10,-,Missing value; data cannot exist (M)
2010-04-09,105.7777,Normal value (A)
2010-04-08,105.3952,Normal value (A)
2010-04-07,105.6243,Normal value (A)
2010-04-06,105.9596,Normal value (A)
2010-04-05,-,Missing value; data cannot exist (M)
2010-04-04,-,Missing value; data cannot exist (M)
2010-04-03,-,Missing value; data cannot exist (M)
2010-04-02,-,Missing value; data cannot exist (M)
2010-04-01,106.2960,Normal value (A)
2010-03-31,106.5394,Normal value (A)
2010-03-30,106.6172,Normal value (A)
2010-03-29,106.7538,Normal value (A)
2010-03-28,-,Missing value; data cannot exist (M)
2010-03-27,-,Missing value; data cannot exist (M)
2010-03-26,106.2795,Normal value (A)
2010-03-25,106.0723,Normal value (A)
2010-03-24,105.9830,Normal value (A)
2010-03-23,106.7771,Normal value (A)
2010-03-22,106.6466,Normal value (A)
2010-03-21,-,Missing value; data cannot exist (M)
2010-03-20,-,Missing value; data cannot exist (M)
2010-03-19,106.7000,Normal value (A)
2010-03-18,107.1754,Normal value (A)
2010-03-17,107.6521,Normal value (A)
2010-03-16,107.8306,Normal value (A)
2010-03-15,107.8690,Normal value (A)
2010-03-14,-,Missing value; data cannot exist (M)
2010-03-13,-,Missing value; data cannot exist (M)
2010-03-12,108.1129,Normal value (A)
2010-03-11,107.7605,Normal value (A)
2010-03-10,107.5333,Normal value (A)
2010-03-09,107.2958,Normal value (A)
2010-03-08,107.5690,Normal value (A)
2010-03-07,-,Missing value; data cannot exist (M)
2010-03-06,-,Missing value; data cannot exist (M)
2010-03-05,107.3080,Normal value (A)
2010-03-04,107.7015,Normal value (A)
2010-03-03,107.6598,Normal value (A)
2010-03-02,107.3323,Normal value (A)
2010-03-01,107.4456,Normal value (A)
2010-02-28,-,Missing value; data cannot exist (M)
2010-02-27,-,Missing value; data cannot exist (M)
2010-02-26,107.4253,Normal value (A)
2010-02-25,106.9644,Normal value (A)
2010-02-24,107.1534,Normal value (A)
2010-02-23,107.2819,Normal value (A)
2010-02-22,107.4728,Normal value (A)
2010-02-21,-,Missing value; data cannot exist (M)
2010-02-20,-,Missing value; data cannot exist (M)
2010-02-19,107.2767,Normal value (A)
2010-02-18,107.1458,Normal value (A)
2010-02-17,107.7314,Normal value (A)
2010-02-16,107.5504,Normal value (A)
2010-02-15,107.3476,Normal value (A)
2010-02-14,-,Missing value; data cannot exist (M)
2010-02-13,-,Missing value; data cannot exist (M)
2010-02-12,107.2661,Normal value (A)
2010-02-11,108.0520,Normal value (A)
2010-02-10,108.3456,Normal value (A)
2010-02-09,108.5389,Normal value (A)
2010-02-08,108.2177,Normal value (A)
2010-02-07,-,Missing value; data cannot exist (M)
2010-02-06,-,Missing value; data cannot exist (M)
2010-02-05,108.2902,Normal value (A)
2010-02-04,108.7235,Normal value (A)
2010-02-03,109.1837,Normal value (A)
2010-02-02,108.9950,Normal value (A)
2010-02-01,109.0048,Normal value (A)
2010-01-31,-,Missing value; data cannot exist (M)
2010-01-30,-,Missing value; data cannot exist (M)
2010-01-29,109.1183,Normal value (A)
2010-01-28,109.1601,Normal value (A)
2010-01-27,109.5711,Normal value (A)
2010-01-26,109.8114,Normal value (A)
2010-01-25,110.0235,Normal value (A)
2010-01-24,-,Missing value; data cannot exist (M)
2010-01-23,-,Missing value; data cannot exist (M)
2010-01-22,110.0227,Normal value (A)
2010-01-21,109.4976,Normal value (A)
2010-01-20,109.6120,Normal value (A)
2010-01-19,110.2353,Normal value (A)
2010-01-18,110.6039,Normal value (A)
2010-01-17,-,Missing value; data cannot exist (M)
2010-01-16,-,Missing value; data cannot exist (M)
2010-01-15,110.7118,Normal value (A)
2010-01-14,111.5055,Normal value (A)
2010-01-13,111.9013,Normal value (A)
2010-01-12,111.6981,Normal value (A)
2010-01-11,111.8612,Normal value (A)
2010-01-10,-,Missing value; data cannot exist (M)
2010-01-09,-,Missing value; data cannot exist (M)
2010-01-08,111.1035,Normal value (A)
2010-01-07,111.4043,Normal value (A)
2010-01-06,111.4271,Normal value (A)
2010-01-05,111.8207,Normal value (A)
2010-01-04,111.6453,Normal value (A)
2010-01-03,-,Missing value; data cannot exist (M)
2010-01-02,-,Missing value; data cannot exist (M)
2010-01-01,-,Missing value; data cannot exist (M)
2009-12-31,111.7279,Normal value (A)
2009-12-30,111.9109,Normal value (A)
2009-12-29,112.2782,Normal value (A)
2009-12-28,112.2030,Normal value (A)
2009-12-27,-,Missing value; data cannot exist (M)
2009-12-26,-,Missing value; data cannot exist (M)
2009-12-25,-,Missing value; data cannot exist (M)
2009-12-24,112.1881,Normal value (A)
2009-12-23,111.6919,Normal value (A)
2009-12-22,111.7048,Normal value (A)
2009-12-21,111.9180,Normal value (A)
2009-12-20,-,Missing value; data cannot exist (M)
2009-12-19,-,Missing value; data cannot exist (M)
2009-12-18,111.7516,Normal value (A)
2009-12-17,111.8856,Normal value (A)
2009-12-16,112.6484,Normal value (A)
2009-12-15,112.6741,Normal value (A)
2009-12-14,112.8740,Normal value (A)
2009-12-13,-,Missing value; data cannot exist (M)
2009-12-12,-,Missing value; data cannot exist (M)
2009-12-11,113.4084,Normal value (A)
2009-12-10,113.1971,Normal value (A)
2009-12-09,113.3981,Normal value (A)
2009-12-08,113.4419,Normal value (A)
2009-12-07,113.4704,Normal value (A)
2009-12-06,-,Missing value; data cannot exist (M)
2009-12-05,-,Missing value; data cannot exist (M)
2009-12-04,114.2841,Normal value (A)
2009-12-03,114.5403,Normal value (A)
2009-12-02,114.3120,Normal value (A)
2009-12-01,114.4551,Normal value (A)
2009-11-30,114.4460,Normal value (A)
2009-11-29,-,Missing value; data cannot exist (M)
2009-11-28,-,Missing value; data cannot exist (M)
2009-11-27,114.1118,Normal value (A)
2009-11-26,114.5548,Normal value (A)
2009-11-25,114.2834,Normal value (A)
2009-11-24,113.9695,Normal value (A)
2009-11-23,113.9332,Normal value (A)
2009-11-22,-,Missing value; data cannot exist (M)
2009-11-21,-,Missing value; data cannot exist (M)
2009-11-20,113.5245,Normal value (A)
2009-11-19,113.4039,Normal value (A)
2009-11-18,113.4355,Normal value (A)
2009-11-17,113.1335,Normal value (A)
2009-11-16,113.6321,Normal value (A)
2009-11-15,-,Missing value; data cannot exist (M)
2009-11-14,-,Missing value; data cannot exist (M)
2009-11-13,113.3159,Normal value (A)
2009-11-12,113.8543,Normal value (A)
2009-11-11,114.1718,Normal value (A)
2009-11-10,114.1009,Normal value (A)
2009-11-09,114.1104,Normal value (A)
2009-11-08,-,Missing value; data cannot exist (M)
2009-11-07,-,Missing value; data cannot exist (M)
2009-11-06,113.9616,Normal value (A)
2009-11-05,114.0459,Normal value (A)
2009-11-04,113.7484,Normal value (A)
2009-11-03,113.5815,Normal value (A)
2009-11-02,113.9773,Normal value (A)
2009-11-01,-,Missing value; data cannot exist (M)
2009-10-31,-,Missing value; data cannot exist (M)
2009-10-30,113.8900,Normal value (A)
2009-10-29,113.9768,Normal value (A)
2009-10-28,114.1317,Normal value (A)
2009-10-27,114.2967,Normal value (A)
2009-10-26,114.8802,Normal value (A)
2009-10-25,-,Missing value; data cannot exist (M)
2009-10-24,-,Missing value; data cannot exist (M)
2009-10-23,114.8415,Normal value (A)
2009-10-22,114.5384,Normal value (A)
2009-10-21,114.0569,Normal value (A)
2009-10-20,114.3025,Normal value (A)
2009-10-19,114.3483,Normal value (A)
2009-10-18,-,Missing value; data cannot exist (M)
2009-10-17,-,Missing value; data cannot exist (M)
2009-10-16,114.2004,Normal value (A)
2009-10-15,114.0957,Normal value (A)
2009-10-14,114.4162,Normal value (A)
2009-10-13,114.6942,Normal value (A)
2009-10-12,114.2120,Normal value (A)
2009-10-11,-,Missing value; data cannot exist (M)
2009-10-10,-,Missing value; data cannot exist (M)
2009-10-09,113.8571,Normal value (A)
2009-10-08,113.8060,Normal value (A)
2009-10-07,113.6801,Normal value (A)
2009-10-06,113.6692,Normal value (A)
2009-10-05,113.2631,Normal value (A)
2009-10-04,-,Missing value; data cannot exist (M)
2009-10-03,-,Missing value; data cannot exist (M)
2009-10-02,113.0314,Normal value (A)
2009-10-01,112.9166,Normal value (A)
2009-09-30,113.1051,Normal value (A)
2009-09-29,112.9342,Normal value (A)
2009-09-28,113.5727,Normal value (A)
2009-09-27,-,Missing value; data cannot exist (M)
2009-09-26,-,Missing value; data cannot exist (M)
2009-09-25,113.5306,Normal value (A)
2009-09-24,113.6589,Normal value (A)
2009-09-23,113.5851,Normal value (A)
2009-09-22,113.7116,Normal value (A)
2009-09-21,113.4868,Normal value (A)
2009-09-20,-,Missing value; data cannot exist (M)
2009-09-19,-,Missing value; data cannot exist (M)
2009-09-18,113.3096,Normal value (A)
2009-09-17,113.1097,Normal value (A)
2009-09-16,112.9440,Normal value (A)
2009-09-15,112.9405,Normal value (A)
2009-09-14,112.6916,Normal value (A)
2009-09-13,-,Missing value; data cannot exist (M)
2009-09-12,-,Missing value; data cannot exist (M)
2009-09-11,112.6073,Normal value (A)
2009-09-10,112.5652,Normal value (A)
2009-09-09,112.4850,Normal value (A)
2009-09-08,112.0526,Normal value (A)
2009-09-07,111.6675,Normal value (A)
2009-09-06,-,Missing value; data cannot exist (M)
2009-09-05,-,Missing value; data cannot exist (M)
2009-09-04,111.5147,Normal value (A)
2009-09-03,111.8732,Normal value (A)
2009-09-02,111.6330,Normal value (A)
2009-09-01,111.9072,Normal value (A)
2009-08-31,111.7471,Normal value (A)
2009-08-30,-,Missing value; data cannot exist (M)
2009-08-29,-,Missing value; data cannot exist (M)
2009-08-28,111.9298,Normal value (A)
2009-08-27,111.7068,Normal value (A)
2009-08-26,111.6134,Normal value (A)
2009-08-25,111.6290,Normal value (A)
2009-08-24,111.5962,Normal value (A)
2009-08-23,-,Missing value; data cannot exist (M)
2009-08-22,-,Missing value; data cannot exist (M)
2009-08-21,111.5359,Normal value (A)
2009-08-20,111.4017,Normal value (A)
2009-08-19,111.0462,Normal value (A)
2009-08-18,110.8849,Normal value (A)
2009-08-17,111.0590,Normal value (A)
2009-08-16,-,Missing value; data cannot exist (M)
2009-08-15,-,Missing value; data cannot exist (M)
2009-08-14,111.5383,Normal value (A)
2009-08-13,111.5436,Normal value (A)
2009-08-12,111.4011,Normal value (A)
2009-08-11,111.4189,Normal value (A)
2009-08-10,111.1885,Normal value (A)
2009-08-09,-,Missing value; data cannot exist (M)
2009-08-08,-,Missing value; data cannot exist (M)
2009-08-07,111.9104,Normal value (A)
2009-08-06,111.7458,Normal value (A)
2009-08-05,111.6689,Normal value (A)
2009-08-04,111.5656,Normal value (A)
2009-08-03,111.1901,Normal value (A)
2009-08-02,-,Missing value; data cannot exist (M)
2009-08-01,-,Missing value; data cannot exist (M)
2009-07-31,110.9376,Normal value (A)
2009-07-30,110.6682,Normal value (A)
2009-07-29,111.1439,Normal value (A)
2009-07-28,111.4911,Normal value (A)
2009-07-27,111.7672,Normal value (A)
2009-07-26,-,Missing value; data cannot exist (M)
2009-07-25,-,Missing value; data cannot exist (M)
2009-07-24,111.6862,Normal value (A)
2009-07-23,111.8359,Normal value (A)
2009-07-22,111.7689,Normal value (A)
2009-07-21,111.9966,Normal value (A)
2009-07-20,112.0456,Normal value (A)
2009-07-19,-,Missing value; data cannot exist (M)
2009-07-18,-,Missing value; data cannot exist (M)
2009-07-17,111.8093,Normal value (A)
2009-07-16,111.7167,Normal value (A)
2009-07-15,111.5217,Normal value (A)
2009-07-14,111.3870,Normal value (A)
2009-07-13,111.7118,Normal value (A)
2009-07-12,-,Missing value; data cannot exist (M)
2009-07-11,-,Missing value; data cannot exist (M)
2009-07-10,111.0650,Normal value (A)
2009-07-09,111.3687,Normal value (A)
2009-07-08,111.4646,Normal value (A)
2009-07-07,111.7110,Normal value (A)
2009-07-06,111.2189,Normal value (A)
2009-07-05,-,Missing value; data cannot exist (M)
2009-07-04,-,Missing value; data cannot exist (M)
2009-07-03,111.4598,Normal value (A)
2009-07-02,111.5966,Normal value (A)
2009-07-01,111.8008,Normal value (A)
2009-06-30,111.9562,Normal value (A)
2009-06-29,111.7777,Normal value (A)
2009-06-28,-,Missing value; data cannot exist (M)
2009-06-27,-,Missing value; data cannot exist (M)
2009-06-26,112.0670,Normal value (A)
2009-06-25,111.7939,Normal value (A)
2009-06-24,111.7884,Normal value (A)
2009-06-23,111.8522,Normal value (A)
2009-06-22,110.9204,Normal value (A)
2009-06-21,-,Missing value; data cannot exist (M)
2009-06-20,-,Missing value; data cannot exist (M)
2009-06-19,111.2910,Normal value (A)
2009-06-18,111.5703,Normal value (A)
2009-06-17,111.1391,Normal value (A)
2009-06-16,111.0809,Normal value (A)
2009-06-15,111.1297,Normal value (A)
2009-06-14,-,Missing value; data cannot exist (M)
2009-06-13,-,Missing value; data cannot exist (M)
2009-06-12,111.6328,Normal value (A)
2009-06-11,111.5162,Normal value (A)
2009-06-10,112.0818,Normal value (A)
2009-06-09,111.8103,Normal value (A)
2009-06-08,111.9315,Normal value (A)
2009-06-07,-,Missing value; data cannot exist (M)
2009-06-06,-,Missing value; data cannot exist (M)
2009-06-05,113.2046,Normal value (A)
2009-06-04,112.4898,Normal value (A)
2009-06-03,112.4521,Normal value (A)
2009-06-02,112.5024,Normal value (A)
2009-06-01,112.4044,Normal value (A)
2009-05-31,-,Missing value; data cannot exist (M)
2009-05-30,-,Missing value; data cannot exist (M)
2009-05-29,112.2749,Normal value (A)
2009-05-28,111.4976,Normal value (A)
2009-05-27,111.4327,Normal value (A)
2009-05-26,111.5170,Normal value (A)
2009-05-25,111.8644,Normal value (A)
2009-05-24,-,Missing value; data cannot exist (M)
2009-05-23,-,Missing value; data cannot exist (M)
2009-05-22,111.5519,Normal value (A)
2009-05-21,110.9018,Normal value (A)
2009-05-20,110.6275,Normal value (A)
2009-05-19,110.3082,Normal value (A)
2009-05-18,110.2524,Normal value (A)
2009-05-17,-,Missing value; data cannot exist (M)
2009-05-16,-,Missing value; data cannot exist (M)
2009-05-15,110.5614,Normal value (A)
2009-05-14,111.0329,Normal value (A)
2009-05-13,110.9446,Normal value (A)
2009-05-12,111.0035,Normal value (A)
2009-05-11,110.6309,Normal value (A)
2009-05-10,-,Missing value; data cannot exist (M)
2009-05-09,-,Missing value; data cannot exist (M)
2009-05-08,109.9679,Normal value (A)
2009-05-07,109.5118,Normal value (A)
2009-05-06,109.8135,Normal value (A)
2009-05-05,109.9351,Normal value (A)
2009-05-04,109.5930,Normal value (A)
2009-05-03,-,Missing value; data cannot exist (M)
2009-05-02,-,Missing value; data cannot exist (M)
2009-05-01,-,Missing value; data cannot exist (M)
2009-04-30,109.8416,Normal value (A)
2009-04-29,110.0885,Normal value (A)
2009-04-28,109.1381,Normal value (A)
2009-04-27,109.9104,Normal value (A)
2009-04-26,-,Missing value; data cannot exist (M)
2009-04-25,-,Missing value; data cannot exist (M)
2009-04-24,110.4029,Normal value (A)
2009-04-23,109.6475,Normal value (A)
2009-04-22,109.1441,Normal value (A)
2009-04-21,109.1865,Normal value (A)
2009-04-20,109.2635,Normal value (A)
2009-04-19,-,Missing value; data cannot exist (M)
2009-04-18,-,Missing value; data cannot exist (M)
2009-04-17,109.2208,Normal value (A)
2009-04-16,109.7531,Normal value (A)
2009-04-15,109.5636,Normal value (A)
2009-04-14,110.1631,Normal value (A)
2009-04-13,-,Missing value; data cannot exist (M)
2009-04-12,-,Missing value; data cannot exist (M)
2009-04-11,-,Missing value; data cannot exist (M)
2009-04-10,-,Missing value; data cannot exist (M)
2009-04-09,110.7132,Normal value (A)
2009-04-08,110.6658,Normal value (A)
2009-04-07,110.8141,Normal value (A)
2009-04-06,111.6508,Normal value (A)
2009-04-05,-,Missing value; data cannot exist (M)
2009-04-04,-,Missing value; data cannot exist (M)
2009-04-03,111.5368,Normal value (A)
2009-04-02,111.6674,Normal value (A)
2009-04-01,111.5170,Normal value (A)
2009-03-31,112.2772,Normal value (A)
2009-03-30,111.9267,Normal value (A)
2009-03-29,-,Missing value; data cannot exist (M)
2009-03-28,-,Missing value; data cannot exist (M)
2009-03-27,111.8503,Normal value (A)
2009-03-26,112.8925,Normal value (A)
2009-03-25,112.5117,Normal value (A)
2009-03-24,112.4928,Normal value (A)
2009-03-23,112.9444,Normal value (A)
2009-03-22,-,Missing value; data cannot exist (M)
2009-03-21,-,Missing value; data cannot exist (M)
2009-03-20,112.9833,Normal value (A)
2009-03-19,113.3161,Normal value (A)
2009-03-18,111.6227,Normal value (A)
2009-03-17,110.5289,Normal value (A)
2009-03-16,110.6857,Normal value (A)
2009-03-15,-,Missing value; data cannot exist (M)
2009-03-14,-,Missing value; data cannot exist (M)
2009-03-13,110.4566,Normal value (A)
2009-03-12,110.3563,Normal value (A)
2009-03-11,109.9313,Normal value (A)
2009-03-10,110.2874,Normal value (A)
2009-03-09,109.5989,Normal value (A)
2009-03-08,-,Missing value; data cannot exist (M)
2009-03-07,-,Missing value; data cannot exist (M)
2009-03-06,109.4587,Normal value (A)
2009-03-05,109.1066,Normal value (A)
2009-03-04,109.0661,Normal value (A)
2009-03-03,109.4397,Normal value (A)
2009-03-02,109.4540,Normal value (A)
2009-03-01,-,Missing value; data cannot exist (M)
2009-02-28,-,Missing value; data cannot exist (M)
2009-02-27,109.2915,Normal value (A)
2009-02-26,109.6698,Normal value (A)
2009-02-25,109.4963,Normal value (A)
2009-02-24,109.1735,Normal value (A)
2009-02-23,109.0402,Normal value (A)
2009-02-22,-,Missing value; data cannot exist (M)
2009-02-21,-,Missing value; data cannot exist (M)
2009-02-20,108.5545,Normal value (A)
2009-02-19,108.6081,Normal value (A)
2009-02-18,108.4487,Normal value (A)
2009-02-17,108.7465,Normal value (A)
2009-02-16,109.1454,Normal value (A)
2009-02-15,-,Missing value; data cannot exist (M)
2009-02-14,-,Missing value; data cannot exist (M)
2009-02-13,108.6385,Normal value (A)
